Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
GFJPDDAG_03229 Hydroxypyruvate reductase,25.9486,26.85151,25.4086,22.01903,19.9083,20.52714,20.24391,20.83167,19.70357,21.21445,20.69002,20.64644,21.81604,21.39794,21.53402
GFJPDDAG_03231 5-deoxynucleotidase YfbR,19.83901,21.29182,19.40661,20.71714,20.6534,20.46113,19.44357,20.67242,19.9344,21.505,19.87257,20.13085,20.89114,20.27126,20.53938
GFJPDDAG_03233 N-acetylmuramoyl-L-alanine amidase A,20.62676,21.77708,20.24889,20.08684,20.91485,20.94337,19.99244,20.94376,20.02676,19.68884,20.41505,19.29395,21.14551,21.30371,21.37555
GFJPDDAG_03234 UvrABC system protein B,22.77573,23.53908,22.28574,20.67448,20.16464,19.42487,23.48726,22.16628,23.2236,21.9846,18.68713,21.84921,23.10144,20.44679,21.29935
GFJPDDAG_03235 UvrABC system protein A,21.20311,21.58939,21.20437,19.9881,20.26187,20.23869,21.10188,20.34144,19.32338,21.28378,20.09525,20.41433,22.76056,21.21981,21.07274
GFJPDDAG_03237 hypothetical protein,24.58589,25.05986,23.76456,25.79079,23.80853,25.281,23.88548,22.98897,23.87192,25.11386,24.27163,24.35468,22.05244,19.71694,20.89518
GFJPDDAG_03238 hypothetical protein,19.36874,19.4144,19.15137,20.37003,21.67695,21.25339,19.94047,21.37048,20.89476,20.06288,20.69549,20.86801,23.14468,20.8897,21.03618
GFJPDDAG_03239 hypothetical protein,19.06693,18.26456,19.69386,20.70913,20.84193,21.91958,20.97409,19.929,18.43287,20.27099,20.31272,23.61684,22.37027,19.90852,21.26437
GFJPDDAG_03241 HPr kinase/phosphorylase,20.11511,22.72644,19.61492,21.75533,20.84987,21.18883,19.72098,20.23704,19.019,21.65891,20.49468,19.50672,22.25995,19.8479,21.61692
GFJPDDAG_03242 Prolipoprotein diacylglyceryl transferase,22.67853,22.2916,22.26322,22.9376,20.66084,21.8751,22.9686,20.30494,20.39972,20.34164,22.90246,22.80375,22.75851,22.17378,21.07777
GFJPDDAG_03246 ATP phosphoribosyltransferase regulatory subunit,20.88442,21.07855,19.42516,21.10642,20.4425,19.99965,19.18411,22.33984,19.43475,20.8244,20.72313,20.70302,22.5988,20.85095,20.94225
GFJPDDAG_03247 ATP phosphoribosyltransferase,21.36116,22.05553,21.11629,19.858,21.59058,21.51279,20.81284,20.2604,19.2149,20.33065,21.37519,20.68586,21.43218,20.18743,20.13798
GFJPDDAG_03248 Histidinol dehydrogenase,21.56923,21.40665,21.50339,20.47336,21.07422,20.25964,20.26405,20.63942,20.20391,21.61446,20.15416,20.45246,20.73261,19.14552,20.95854
GFJPDDAG_03249 Imidazoleglycerol-phosphate dehydratase,20.83227,20.53308,19.39075,20.09119,20.88288,20.71978,21.31132,21.49026,20.38787,21.27569,19.7526,21.67968,21.18426,20.63548,19.77982
GFJPDDAG_03251 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,19.07711,18.86717,18.35065,19.66863,19.51456,20.77033,20.76696,20.80011,20.20336,20.87581,19.26525,20.25059,21.42325,21.35802,21.51128
GFJPDDAG_03253 Phosphoribosyl-AMP cyclohydrolase,23.8754,24.89611,23.57623,20.10093,20.72692,20.37208,19.80483,21.02693,19.46093,21.47174,20.29215,19.75526,22.47915,20.64966,20.20301
GFJPDDAG_03255 Thioredoxin reductase,19.44792,21.50775,21.77828,20.05609,21.32224,20.43315,19.27864,20.19687,19.88599,20.77454,20.64904,20.51095,22.10548,21.06888,21.74144
GFJPDDAG_03258 Nucleotide-binding protein YvcJ,23.60196,23.90343,22.88286,20.29724,20.40689,21.12657,20.71095,21.12444,21.88416,20.01681,19.28865,20.04894,22.01233,20.93281,21.5689
GFJPDDAG_03259 Gluconeogenesis factor,20.06393,19.57163,19.30297,20.29371,20.32477,20.87805,19.78077,20.15966,20.06902,22.08521,20.30501,20.93387,21.72728,21.41715,21.05679
GFJPDDAG_03261 HPr-like protein Crh,19.0042,22.99474,19.82036,20.39135,20.91511,21.23617,19.6074,21.02989,19.95104,20.63544,20.64388,20.66314,22.26069,21.67298,19.54685
GFJPDDAG_03268 ATP-dependent Clp protease proteolytic subunit,26.53173,26.16227,25.84276,20.68611,24.09346,21.67813,23.0753,19.7507,23.15581,21.00692,23.64031,23.52349,22.38061,20.81134,19.90258
GFJPDDAG_03274 Glyceraldehyde-3-phosphate dehydrogenase 1,27.72097,27.03967,27.8117,24.50349,24.02521,24.69599,23.38126,23.95465,23.93697,21.61549,24.96076,24.65927,22.12166,19.54199,20.26096
GFJPDDAG_03275 Phosphoglycerate kinase,26.81934,26.21808,26.31772,25.64831,25.93876,25.93477,24.47933,23.91588,24.89897,24.60224,25.51482,25.31838,22.18532,19.82381,21.20172
GFJPDDAG_03276 Triosephosphate isomerase,25.57496,25.34255,25.07623,24.33722,24.74525,23.91488,23.76456,23.15636,24.07512,23.11331,23.7292,23.40847,21.90791,19.92043,21.23296
"GFJPDDAG_03277 2,3-bisphosphoglycerate-independent phosphoglycerate mutase",24.77415,25.98059,24.64053,20.04558,22.43903,22.98775,21.28308,20.3329,20.41279,21.96716,22.35474,23.05422,22.02387,21.08648,20.26459
GFJPDDAG_03278 Enolase,27.7226,27.95021,27.42998,26.43318,26.17308,26.5308,25.11028,24.6198,24.9131,26.17295,26.60215,26.39974,22.16438,20.81206,21.01108
GFJPDDAG_03279 putative protein-export membrane protein SecG,20.85924,19.72602,19.32447,20.7654,20.60674,21.31124,20.29597,20.6861,19.36071,20.00223,19.96227,21.07829,21.63651,20.33932,20.82203
GFJPDDAG_03281 Ribonuclease R,22.94639,22.81286,22.41062,22.35631,19.25817,20.81852,19.95488,20.59543,23.87155,20.75307,20.81366,20.23091,22.56509,19.89623,20.62874
GFJPDDAG_03285 Putative permease,22.78788,23.08635,23.29782,21.20002,19.99847,20.35647,20.05719,20.10287,19.97049,20.19573,20.33814,20.4757,22.04572,21.48366,21.85327
GFJPDDAG_03288 Transcriptional regulatory protein SrrA,19.16197,20.37602,18.61264,20.66154,19.78725,21.61975,20.00595,21.24978,20.03829,21.08699,20.33776,19.85763,22.0413,20.30143,19.55274
GFJPDDAG_03292 Copper chaperone CopZ,20.17713,19.11962,19.81096,20.18195,21.13699,20.82236,19.66564,20.61378,20.56175,19.48116,21.37029,21.37941,22.88002,20.65536,20.09986
GFJPDDAG_03293 Copper-exporting P-type ATPase A,20.59184,20.65473,19.53895,22.62319,20.9091,21.14977,20.97266,21.37459,20.42934,22.07685,20.14297,21.49751,21.07004,21.23523,20.84764
GFJPDDAG_03294 Quinol oxidase subunit 2,19.62959,21.10764,18.86786,21.11637,20.31973,20.88513,20.52152,20.92235,19.63275,21.62245,20.79632,21.45874,21.33259,19.98337,19.63323
GFJPDDAG_03295 Quinol oxidase subunit 1,22.23005,18.51352,21.82772,19.83867,19.91229,22.48261,19.19884,20.85424,19.24893,20.85332,23.10687,22.49052,21.85093,18.52504,21.35664
GFJPDDAG_03299 hypothetical protein,20.18193,21.15443,20.2273,21.07033,20.83135,21.63119,20.76642,19.74922,20.63821,20.69104,19.4866,20.73616,21.90203,20.43441,21.10971
GFJPDDAG_03302 Homoserine dehydrogenase,23.64977,24.67503,23.58875,20.65073,21.82983,19.32589,19.97866,20.04381,19.09316,21.131,19.63521,20.34276,21.83777,19.76195,19.65969
"GFJPDDAG_03304 Putative L,D-transpeptidase YkuD",22.93189,21.84468,22.59236,20.97797,22.34256,23.26728,22.93885,24.05689,23.44695,23.19564,23.03634,22.54882,22.55129,20.90032,20.29163
GFJPDDAG_03305 hypothetical protein,18.44833,18.75339,21.53555,20.57202,20.77402,21.80508,20.02283,20.4347,19.08073,21.0142,19.94785,20.31397,21.65815,19.91971,20.31082
GFJPDDAG_03309 Arginine deiminase,18.91985,20.1361,19.27939,20.56207,20.45361,20.22608,19.15516,21.03754,20.43742,21.18229,19.78202,20.71578,22.57654,21.3986,20.92554
GFJPDDAG_03330 hypothetical protein,24.31458,22.22914,25.35626,23.66644,21.16304,23.81968,24.39218,19.82713,23.87961,21.27245,24.48806,23.57854,21.76262,21.34149,20.70134
GFJPDDAG_03338 hypothetical protein,25.42249,27.37177,25.6743,23.6572,20.3437,24.11529,25.10741,23.00712,24.42329,23.38653,23.04138,21.26878,21.7544,19.65988,21.2827
GFJPDDAG_03339 Organic hydroperoxide resistance protein OhrA,19.89261,19.74099,19.46239,19.24962,20.18942,20.06125,20.84584,21.57918,20.50711,19.86919,20.44637,19.52583,21.6776,21.16674,20.98354
"GFJPDDAG_03350 Small, acid-soluble spore protein H",21.31252,18.34567,21.78321,20.76544,20.01693,20.38162,20.06473,20.54524,20.20808,21.21568,21.56686,20.4672,22.45219,20.71007,20.54602
GFJPDDAG_03351 hypothetical protein,25.00958,22.59439,24.81885,19.78998,24.38982,21.89537,25.25353,25.77718,24.95416,21.88429,24.87314,25.82192,22.42126,20.46751,22.25013
GFJPDDAG_03352 Lipase,22.17078,20.02383,20.03081,20.94767,20.64495,20.94717,19.62224,20.72985,19.57755,20.38415,19.65454,20.05486,21.20443,20.1434,21.01171
GFJPDDAG_03353 Thioredoxin-like protein YdbP,19.90184,18.78623,20.33763,21.03465,19.84131,20.55083,19.73768,19.92331,20.4588,21.89105,20.07981,21.54585,22.0873,18.34366,22.50664
GFJPDDAG_03358 putative siderophore-binding lipoprotein YfiY,21.57381,19.37925,18.83471,20.86006,20.89281,20.16166,20.51366,21.02037,18.76368,22.08108,20.42406,20.25048,22.34982,20.98672,20.27306
GFJPDDAG_03364 hypothetical protein,23.8227,23.06265,24.58881,24.96565,24.66936,24.52109,24.75455,25.85193,25.33923,24.4472,24.84503,24.56976,22.45401,20.95963,20.65839
GFJPDDAG_03365 hypothetical protein,22.60114,22.13323,23.84211,23.72151,20.34498,20.53194,24.81953,19.78632,24.96411,20.31384,24.27789,20.14183,21.6402,19.97777,20.79711
GFJPDDAG_03366 Proline dehydrogenase 1,22.36533,23.62912,21.40367,22.49729,20.33647,21.52014,19.68019,21.8025,22.03406,21.53694,20.11002,20.18361,22.64446,21.67202,20.39126
GFJPDDAG_03370 hypothetical protein,22.14945,19.83675,20.16501,20.27164,19.4438,20.439,22.44559,21.93496,21.51191,20.57178,20.36867,20.14948,22.74333,19.47761,21.13348
GFJPDDAG_03371 putative 3-hydroxyacyl-CoA dehydrogenase,25.74476,25.24753,23.52659,22.06049,20.22094,22.32633,19.68207,21.85304,20.33591,21.46045,21.79269,21.3154,20.81401,20.14004,21.61035
GFJPDDAG_03372 3-ketoacyl-CoA thiolase,25.18026,24.17547,23.72733,21.13969,21.83796,21.52337,19.18761,20.81917,20.99127,21.62563,19.89905,23.25136,21.8715,18.46771,21.08615
GFJPDDAG_03373 putative acyl-CoA dehydrogenase,27.78787,28.61017,27.1378,26.94615,26.94313,27.56732,26.74343,25.21801,26.36815,25.41329,27.09848,27.53089,23.19995,21.60718,20.30335
GFJPDDAG_03376 Regulatory protein MgsR,20.04951,20.17986,19.36749,20.61028,19.19109,20.36895,20.87281,20.82927,19.21106,20.42594,20.23623,20.83017,21.64392,19.35726,19.91248
GFJPDDAG_03377 Glycine cleavage system H protein,23.42393,24.41674,24.52594,24.63162,24.33067,23.99947,23.05283,23.69753,23.64746,23.31036,23.99231,22.94086,23.23788,20.51951,21.60749
GFJPDDAG_03378 hypothetical protein,22.08021,18.663,22.36965,21.16417,20.24215,21.29905,24.40295,24.87629,24.97233,20.32539,20.14877,20.56406,21.34486,19.84248,20.06363
GFJPDDAG_03382 Methionine import ATP-binding protein MetN,19.26828,19.73853,19.41458,20.49759,21.84698,20.5644,20.21594,20.41945,19.6778,21.07081,19.54459,21.49389,23.10353,21.28538,21.01875
GFJPDDAG_03383 Methionine import system permease protein MetP,23.36906,22.95385,23.66471,20.92587,21.2816,21.99092,20.0689,21.2351,19.90998,20.881,20.97088,20.69075,22.13478,20.50196,20.52804
GFJPDDAG_03384 Methionine-binding lipoprotein MetQ,24.86891,24.12637,24.55853,20.52618,20.08134,21.48258,21.95408,20.07412,20.19285,20.05195,20.30993,19.32637,22.05836,20.0172,20.3364
GFJPDDAG_03385 hypothetical protein,19.56367,20.3608,21.2247,19.84759,21.24706,20.40785,20.60807,21.64123,20.26994,21.39299,19.59582,20.16806,21.99493,20.06442,21.59654
GFJPDDAG_03387 Vegetative protein 296,25.96199,27.54141,25.61234,23.26069,24.32471,23.8319,22.24876,22.21505,22.93144,23.10375,23.01125,22.39076,21.88958,19.50865,20.41631
GFJPDDAG_03388 FeS cluster assembly protein SufB,25.73417,25.7545,25.29446,21.30451,20.49662,21.32758,19.64398,19.72168,19.87409,22.0749,20.79705,20.72077,22.07819,20.71246,20.38553
GFJPDDAG_03389 Cysteine desulfurase SufS,23.87098,24.30117,23.634,21.1389,21.4398,21.47927,20.44275,19.77575,19.97503,21.29818,19.31181,21.28201,21.64209,19.10033,20.56168
GFJPDDAG_03391 FeS cluster assembly protein SufB,24.9933,25.4224,24.53937,21.07471,21.95191,22.1219,19.78507,21.09809,21.88252,21.24824,21.08453,19.89295,21.66791,21.44119,20.1243
GFJPDDAG_03399 Malate-2H(+)/Na(+)-lactate antiporter,25.42037,24.38219,26.16862,20.76214,19.97652,20.80196,21.50242,21.51591,20.92288,20.53676,20.00339,19.73433,21.21279,18.8288,20.97901
GFJPDDAG_03400 hypothetical protein,24.13116,24.7743,24.80011,26.061,26.68472,25.73203,25.38397,26.00118,25.47778,26.7888,26.28662,26.06897,22.11115,20.06073,21.06871
GFJPDDAG_03403 Lipoyl synthase,20.75104,20.91605,19.47657,21.09153,20.38544,21.10167,20.39346,20.033,21.88066,19.4671,20.09094,20.86564,22.40175,20.18801,20.41387
GFJPDDAG_03404 hypothetical protein,25.99306,24.65807,26.94112,25.89493,27.0011,25.19344,27.19065,28.39338,27.39043,25.90532,27.44419,27.03002,21.93152,20.68512,20.22023
GFJPDDAG_03405 hypothetical protein,19.45341,19.94578,18.50695,20.85205,20.18142,21.20913,19.23279,21.19506,19.31267,21.05025,20.27718,20.13565,22.4751,19.90896,19.48946
GFJPDDAG_03406 hypothetical protein,21.53498,20.73173,22.62455,19.70337,22.18649,21.78783,23.39872,24.78835,24.18548,19.91296,22.32295,23.01772,21.63984,20.26922,20.73518
GFJPDDAG_03407 hypothetical protein,20.02653,22.849,19.73917,20.7332,19.15407,21.72918,20.24459,20.93945,21.23802,21.14547,20.82912,20.93637,21.46375,20.6458,21.27591
GFJPDDAG_03408 hypothetical protein,18.90892,20.66692,19.36661,21.26962,19.65784,20.35939,19.89989,21.06919,19.51706,21.81595,20.9308,20.9937,22.24094,20.06591,21.25616
GFJPDDAG_03413 Glyoxylate/hydroxypyruvate reductase B,19.01487,20.19364,18.35129,21.0472,20.42161,21.10028,20.16986,21.63352,20.04348,20.94909,21.36702,19.85581,22.12523,20.18191,20.07671
GFJPDDAG_03414 Fe/S biogenesis protein NfuA,18.57577,19.68025,20.35647,21.1508,20.56753,21.01706,19.24831,19.78925,20.42124,20.79156,18.89711,20.58997,22.93882,20.83641,21.80952
GFJPDDAG_03416 NADH dehydrogenase-like protein YjlD,19.66042,20.52917,20.12528,20.89695,21.20199,20.65785,19.0528,20.64572,20.43374,20.82617,18.67317,20.5993,20.70795,19.71927,20.80521
GFJPDDAG_03420 putative sugar epimerase YhfK,25.65382,25.74191,24.6811,19.4959,20.45141,21.30963,19.94678,20.41338,20.33571,20.66261,21.2535,21.31849,21.9627,20.45439,20.27252
GFJPDDAG_03423 Ferredoxin--NADP reductase 2,23.41119,23.92651,22.45563,21.0071,20.74677,20.83001,19.6267,19.75516,19.27774,21.98713,19.53986,20.49338,22.1265,21.07167,20.74578
GFJPDDAG_03424 NADH dehydrogenase-like protein,24.18261,24.09007,23.32224,21.66557,21.10012,20.40391,21.22788,21.61999,19.66152,20.47411,20.54674,20.21158,22.48572,19.57023,20.71722
GFJPDDAG_03427 hypothetical protein,19.88838,19.17006,19.04058,20.30248,21.10316,21.04761,19.29865,21.31786,20.10299,20.63359,19.49398,21.68556,22.80638,18.7589,21.58025
GFJPDDAG_03429 Fructose-bisphosphate aldolase class 1,26.50962,26.38578,25.76618,21.31379,20.9959,20.30039,19.98692,20.86821,21.0025,21.25413,20.75123,20.84577,21.41093,20.42941,20.39563
GFJPDDAG_03430 Vitamin B12-binding protein,21.5232,21.95248,21.13013,20.32357,20.89819,21.61567,20.57692,20.52643,19.95053,20.37309,19.44549,19.55767,21.94299,19.68006,20.20712
GFJPDDAG_03432 putative cytosol aminopeptidase,24.82808,23.95837,25.27572,24.02884,25.79308,24.07349,25.64193,26.36755,25.47729,24.28037,25.83251,25.72401,23.74426,20.05239,20.30214
GFJPDDAG_03436 hypothetical protein,20.25477,19.77845,21.15314,21.52687,21.1257,20.56996,19.87248,21.80475,21.84667,21.20665,22.2887,21.34603,22.16513,21.68202,20.55132
GFJPDDAG_03437 Putative esterase,23.66666,23.56314,22.87273,20.1976,20.69919,22.36454,20.16938,20.56804,20.01231,21.22491,22.02493,20.37844,23.44326,20.44242,21.45683
GFJPDDAG_03445 Na(+)/H(+) antiporter subunit A,20.57062,20.92027,21.23929,20.32046,22.85129,19.81109,20.76611,20.34926,19.5757,21.39184,23.46026,20.43745,22.33071,20.3477,21.03743
GFJPDDAG_03452 Putative peptidyl-prolyl cis-trans isomerase,22.33093,23.4424,22.24159,21.74452,20.39358,19.53697,21.72825,21.93647,21.7872,21.19912,21.9507,21.9018,22.99104,20.28716,20.67541
GFJPDDAG_03457 Leucine-responsive regulatory protein,21.20985,23.41622,21.3955,19.86988,20.8297,20.61799,19.54686,21.24913,20.46821,21.17534,19.89552,21.0549,22.58965,18.77954,19.95393
GFJPDDAG_03460 hypothetical protein,20.56635,20.17572,20.78045,20.9478,20.27792,20.48397,20.95345,19.40813,18.36868,21.37976,21.24045,21.26511,22.39542,20.05333,20.73376
GFJPDDAG_03463 General stress protein 13,22.86119,22.55143,23.22506,21.49533,21.96434,20.99415,23.17859,24.35481,23.42419,20.78557,22.90982,20.30883,22.10212,20.7756,20.33649
GFJPDDAG_03465 Acetaldehyde dehydrogenase 2,29.10277,28.50522,27.8136,27.09305,25.43129,27.58154,23.96058,25.10969,24.25976,26.57171,25.9764,26.01633,22.73607,20.75888,21.49571
GFJPDDAG_03466 hypothetical protein,23.22251,23.4491,18.71379,20.47448,20.24681,20.93316,20.72471,20.73614,18.85451,20.29388,18.94563,20.11352,21.71375,20.96046,21.2057
GFJPDDAG_03468 Ornithine aminotransferase,25.97826,25.9842,25.2471,25.42281,25.63721,26.18105,24.90274,25.46771,25.22059,25.41241,25.26051,25.2068,22.52951,20.44572,21.31433
GFJPDDAG_03469 Catabolic NAD-specific glutamate dehydrogenase RocG,24.26728,24.74612,23.61785,19.88228,19.96581,21.33473,20.81386,19.58038,22.28,21.6587,19.32211,19.87179,22.82543,20.06064,20.15403
GFJPDDAG_03470 NAD(P)-dependent benzaldehyde dehydrogenase,22.58612,22.96533,22.73779,20.02058,20.29607,21.5583,20.03729,20.31096,20.04207,20.14896,19.11811,20.09086,21.78217,20.28242,20.34428
GFJPDDAG_03474 Glucose-6-phosphate isomerase,25.00372,25.14946,24.79114,20.5736,20.35358,19.98805,19.73026,20.67806,19.53695,20.48443,23.76081,20.19321,23.13167,21.08413,21.23622
GFJPDDAG_03475 hypothetical protein,20.26515,19.77774,20.13182,21.28041,20.8231,20.8231,20.5661,19.87411,19.47295,20.88272,20.73099,20.44627,22.32916,19.47178,20.92899
GFJPDDAG_03478 Lactate 2-monooxygenase,22.2948,22.25067,22.21904,19.99599,21.45382,20.84039,18.95645,19.91892,19.08694,20.57801,20.38236,20.27199,21.80169,19.69402,20.26351
GFJPDDAG_03488 hypothetical protein,19.19033,19.65936,19.52086,20.95589,21.29683,20.82141,19.0804,20.23809,20.63604,20.90955,18.74569,22.98987,21.59739,19.6552,20.80087
GFJPDDAG_03492 DNA gyrase subunit A,22.99771,24.62856,22.79049,20.91229,21.39053,22.07663,23.25334,20.93675,23.5122,20.0627,19.82264,20.21419,21.7711,19.72748,21.26696
GFJPDDAG_03494 DNA gyrase subunit B,23.37199,24.39467,23.39113,20.30274,23.34895,20.75556,24.58703,20.86319,24.44266,20.64733,20.31665,20.32595,22.18113,20.55233,20.20622
GFJPDDAG_03498 DNA polymerase III subunit beta,22.94938,23.70123,22.48957,21.53201,20.01314,21.79954,20.27973,20.54166,19.44247,20.8083,20.28533,23.28799,22.08247,20.79238,20.5111
GFJPDDAG_03499 Chromosomal replication initiator protein DnaA,19.90595,20.6472,19.37266,21.1317,20.21549,19.81373,20.11844,21.78109,21.34471,21.0895,19.62569,19.97782,23.49571,20.03623,20.87926
GFJPDDAG_03502 Membrane protein insertase MisCA,19.76608,18.09006,19.21174,20.08021,21.12959,20.17012,20.20333,21.31756,19.06955,20.67621,20.26522,19.55872,21.6934,19.65143,19.67608
GFJPDDAG_03503 hypothetical protein,20.90976,21.43878,21.38527,21.01564,20.26704,21.30868,19.80885,20.44501,20.56251,20.99651,20.2544,20.14279,22.72186,21.04469,20.78386
GFJPDDAG_03504 tRNA modification GTPase MnmE,23.41158,24.33149,22.27668,21.91282,20.77904,23.13651,19.78313,20.96771,22.45443,20.76727,19.59056,19.57433,22.37285,21.51631,22.08016
GFJPDDAG_03505 tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,23.65272,24.34929,23.37478,22.00897,20.94002,20.66681,21.3597,21.17451,19.66761,20.39277,18.83254,21.07179,22.92405,20.18281,20.2394
GFJPDDAG_03506 Ribosomal RNA small subunit methyltransferase G,21.69748,21.69765,21.35568,21.84456,19.18817,21.05654,20.10168,21.65773,20.26955,20.47915,19.8548,19.50863,23.13585,20.10229,19.86316
GFJPDDAG_03507 Nucleoid occlusion protein,22.18501,22.34085,22.11968,20.12866,20.7663,21.74229,20.40117,20.21153,22.02634,20.62199,22.46996,21.96677,21.88058,20.34707,21.24316
GFJPDDAG_03508 Sporulation initiation inhibitor protein Soj,19.18777,19.7458,19.59231,22.31082,20.67426,21.96122,21.73188,19.8096,19.58268,21.07345,19.45107,20.16893,22.32918,19.31999,21.1368
GFJPDDAG_03509 putative chromosome-partitioning protein ParB,21.10958,18.30319,20.43624,20.23354,19.96856,20.23894,19.87686,21.13561,19.88806,20.22667,20.18396,19.79006,22.16118,20.57012,21.93619
GFJPDDAG_03512 putative MscS family protein YkuT,22.61488,23.51665,23.00753,22.80296,23.70957,19.91443,23.97009,23.47568,24.0496,20.92041,23.51087,23.49595,21.5123,21.38434,20.27844
GFJPDDAG_03514 Ribosome-binding ATPase YchF,21.32449,21.5798,21.13977,20.94144,20.09787,21.42962,21.07176,20.3392,21.76118,21.71568,21.14688,19.33254,21.90561,19.8827,20.86687
GFJPDDAG_03515 30S ribosomal protein S6,25.71099,25.94588,25.6722,21.29693,24.73459,24.0486,25.58276,26.17758,26.13786,22.99196,24.67163,24.81411,22.22477,19.38354,20.11691
GFJPDDAG_03516 Single-stranded DNA-binding protein A,25.66273,26.10729,24.66508,22.08404,20.48289,22.00874,22.02059,22.36019,22.34099,20.42394,22.1805,21.84242,21.76362,20.01644,21.25704
GFJPDDAG_03517 30S ribosomal protein S18,23.64405,23.12428,22.05547,21.71629,21.9517,20.63607,20.22701,22.27162,20.39741,20.42333,20.77221,21.55361,22.99343,19.55242,20.41928
GFJPDDAG_03518 Methyl-accepting chemotaxis protein McpC,19.82846,18.81048,20.50892,22.10369,20.81677,20.87344,19.71499,19.92095,20.84596,21.59622,20.11693,18.84332,21.27586,19.40748,20.77279
GFJPDDAG_03520 Cyclic-di-AMP phosphodiesterase GdpP,23.17435,24.19348,22.73014,23.33088,20.65101,22.94739,22.50455,20.26751,23.55579,24.00101,19.21136,20.20027,22.43638,18.63779,20.2886
GFJPDDAG_03521 50S ribosomal protein L9,24.40497,24.80381,23.1712,21.65385,21.10762,21.23272,18.69061,21.05636,19.54421,20.59358,20.16507,20.6623,21.56114,19.9355,21.32618
GFJPDDAG_03522 Replicative DNA helicase,20.21114,19.28374,19.9207,19.93412,19.34929,20.36895,19.82404,20.30078,18.37819,19.86511,20.99882,21.29807,21.8008,20.3438,22.38617
GFJPDDAG_03524 Adenylosuccinate synthetase,24.81372,26.43497,25.38778,21.1866,20.53019,22.46346,22.02283,21.63121,22.00905,21.4732,21.50329,20.0408,22.49467,20.13293,20.43935
GFJPDDAG_03525 Voltage-gated potassium channel Kch,18.94244,21.177,21.54267,20.08487,20.17703,21.5994,19.96791,20.61996,19.81336,21.85937,20.38718,20.54989,22.25757,19.09403,20.49138
GFJPDDAG_03529 hypothetical protein,20.13884,19.6666,20.88338,21.58279,19.40437,20.48243,20.21642,20.77251,20.73339,20.20159,20.06812,20.85381,21.43657,19.50599,20.99355
GFJPDDAG_03536 Transcriptional regulatory protein WalR,23.45438,23.14683,23.32512,20.63421,20.82155,20.8483,20.28801,20.75162,20.05257,21.24089,20.2438,19.70608,21.85354,21.38197,20.34624
GFJPDDAG_03537 Sensor histidine kinase WalK,19.56223,18.0732,19.18588,19.96494,21.31386,20.55184,19.7231,19.86251,19.41483,20.46477,18.83084,19.74981,22.43987,19.11669,20.74469
GFJPDDAG_03541 Serine protease Do-like HtrB,21.07333,18.96713,21.34365,20.2208,19.91741,20.81024,20.05541,20.26345,20.47525,21.14672,21.88926,20.61992,22.44145,19.90677,20.88542
GFJPDDAG_03549 Inner membrane protein YiaA,21.42665,19.74396,19.03578,20.52862,22.52418,20.37541,23.11273,23.13137,23.83016,20.68974,19.05851,21.5796,23.24765,20.35265,21.2224
GFJPDDAG_03559 hypothetical protein,26.22218,26.99507,25.6446,25.06015,25.12388,25.719,25.71654,25.08809,26.20743,24.30292,25.05833,24.57911,22.23357,19.05841,20.28813
GFJPDDAG_03562 hypothetical protein,21.67414,20.82011,20.9733,20.71628,20.10242,20.05264,20.40417,20.81646,20.00139,20.54076,20.55696,20.95165,22.07439,23.0758,20.50687
GFJPDDAG_03567 hypothetical protein,22.89087,21.57381,21.6999,19.80478,21.72218,20.68163,19.67215,20.77103,19.45677,20.91997,19.75592,20.05815,23.1928,21.61189,20.04136
GFJPDDAG_03569 hypothetical protein,21.22453,19.58154,18.27426,20.04438,20.60388,20.51233,20.98073,21.28053,19.50484,20.9774,20.52541,20.82005,20.9569,20.86617,19.01924
GFJPDDAG_03573 hypothetical protein,22.44917,20.9578,20.85163,21.09015,20.35338,20.77066,20.47951,20.3679,19.36277,20.87445,20.36183,21.41469,22.06743,21.61298,21.58695
GFJPDDAG_03574 hypothetical protein,24.30932,24.04727,23.32169,21.20146,20.41525,21.53878,20.32035,20.14715,20.188,20.92819,20.49376,21.83674,21.96697,20.47649,21.94435
GFJPDDAG_03576 DsdX permease,22.38042,20.00914,22.2052,22.81073,20.05522,20.78468,19.26504,23.01747,22.29039,23.5798,23.06804,23.32237,21.61544,20.18513,21.29155
GFJPDDAG_03581 hypothetical protein,19.37762,19.78964,19.37196,20.11852,19.71725,21.33599,19.49244,20.44345,18.56677,20.12005,20.03609,20.83155,22.15628,21.52099,20.56629
GFJPDDAG_03587 hypothetical protein,24.16951,22.44738,24.50179,24.71722,25.20101,24.08537,25.29007,25.76676,24.60586,24.43435,25.11148,25.83084,22.43758,19.1911,21.76303
GFJPDDAG_03589 Bifunctional protein FolD protein,24.24133,24.74755,23.51905,21.18954,20.13368,20.68669,19.71642,21.00876,19.70897,20.7616,21.27104,20.46518,23.08449,20.3566,22.0102
GFJPDDAG_03595 hypothetical protein,20.79758,19.80828,18.66136,21.40047,20.90089,20.26532,20.47198,21.25418,18.93917,20.89296,20.05501,20.88065,22.41402,20.27425,20.57463
