Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB
DMKJLJHC_03004 Acetylglutamate kinase,25.17592,25.1434,25.23425,25.25064,25.37039,25.30848,25.20859,25.50597,25.338,25.37006,25.31344,25.48471,24.94717,21.02619,24.46849
DMKJLJHC_03006 hypothetical protein,23.23672,23.34204,23.27597,22.72684,22.66575,22.61834,21.87275,21.45372,21.99317,22.73132,22.48734,22.2758,21.89184,21.43387,22.44978
DMKJLJHC_03007 Glutamine transport ATP-binding protein GlnQ,25.17737,25.45387,25.23425,25.71728,25.88166,25.71832,25.72617,25.77407,25.8625,25.64182,25.8061,25.75969,24.59605,20.59093,23.71492
DMKJLJHC_03008 Inner membrane amino-acid ABC transporter permease protein YhdY,23.46725,23.53528,23.46051,23.73531,23.92859,23.76203,22.26244,23.2863,21.87429,23.81333,23.84805,23.81685,23.9178,22.57723,24.29025
DMKJLJHC_03009 putative glutamine ABC transporter permease protein GlnM,23.83884,23.95518,24.04652,23.95305,24.25616,24.05009,22.95607,23.52205,22.94398,24.01929,23.75073,23.82357,22.30065,21.72549,23.48431
DMKJLJHC_03010 Putative amino-acid ABC transporter-binding protein YhdW,30.38844,30.31484,30.38648,31.01285,31.07106,30.94238,30.57975,30.77463,30.77101,31.16704,31.01019,30.99947,30.15967,28.80713,29.3638
DMKJLJHC_03011 hypothetical protein,21.07392,20.91057,21.36062,20.78221,20.81792,20.61666,21.13458,20.82415,21.20012,20.80041,20.74788,20.66891,21.21978,21.42068,21.97181
DMKJLJHC_03013 Ribosomal large subunit pseudouridine synthase C,23.97097,23.82299,23.76527,23.52361,23.62098,23.50337,23.38073,23.67465,23.75522,23.46588,23.19813,23.413,22.31309,20.61749,20.48931
DMKJLJHC_03015 Replication-associated recombination protein A,20.25072,19.98774,19.48898,19.85962,20.18519,20.1383,20.22588,19.97771,20.22851,20.06658,20.35993,19.96663,22.34999,20.62082,21.30127
DMKJLJHC_03018 50S ribosomal protein L17,27.00999,26.8417,26.77467,25.12029,24.99563,24.83865,25.26592,25.31108,25.31188,24.56738,24.63345,24.46008,21.43246,22.06159,21.10706
DMKJLJHC_03019 DNA-directed RNA polymerase subunit alpha,26.28198,26.19126,26.24362,25.2173,25.84043,25.55877,26.69073,26.78219,26.75315,25.69559,25.66389,25.61664,24.82099,21.57684,23.20314
DMKJLJHC_03020 30S ribosomal protein S11,25.66931,25.90915,25.90118,23.87549,23.70113,24.25566,23.73169,23.51773,23.6871,23.51015,23.26671,23.33224,23.21132,21.8324,23.05628
DMKJLJHC_03021 30S ribosomal protein S13,25.99371,26.2656,26.22186,22.51987,21.09571,22.24716,22.44129,21.19111,22.25583,21.40821,19.76782,21.97211,22.49528,22.2749,21.82302
DMKJLJHC_03022 Adenylate kinase,24.80174,24.82973,24.873,24.35225,24.09378,24.13704,24.28404,24.63616,24.25407,24.42611,24.33811,24.27647,24.33872,21.56937,20.57214
DMKJLJHC_03023 Protein translocase subunit SecY,25.48864,25.54743,25.52639,24.70055,24.96111,24.84403,23.60908,23.65447,23.37358,24.93562,24.57086,24.76663,22.80678,22.73013,21.93677
DMKJLJHC_03024 50S ribosomal protein L15,26.6224,26.67734,26.61358,23.73707,23.87502,23.34381,24.13735,22.46643,24.24576,23.69445,23.16091,23.11418,21.98678,22.06124,21.73118
DMKJLJHC_03027 hypothetical protein,19.94709,21.09668,21.54354,20.91269,21.5751,21.48109,21.87365,21.43436,21.85848,21.78269,21.81174,21.68063,22.24705,22.25993,22.12719
DMKJLJHC_03035 NADP-dependent fatty aldehyde dehydrogenase,21.66692,21.88319,21.93776,20.39264,20.7771,21.70417,18.81601,20.35802,21.05978,20.40317,18.46666,20.2107,21.17451,21.4108,21.95703
DMKJLJHC_03047 Phosphate-import protein PhnD,25.87162,25.80958,25.68977,25.97441,26.32617,26.35577,25.23528,25.49265,25.47658,26.68258,26.51429,26.46295,25.54548,21.83639,24.60496
DMKJLJHC_03048 Arginine transport ATP-binding protein ArtM,22.99721,23.01149,22.9742,23.57277,23.89837,23.8291,22.51658,21.73306,22.913,23.72682,23.77284,23.77646,21.4282,22.13223,21.88436
"DMKJLJHC_03051 D,L-glycerol 3-phosphate phosphatase",18.9266,19.00347,18.89655,20.12387,21.38111,19.55016,21.10416,21.13376,20.3223,21.17196,19.55987,20.69594,21.91031,20.427,22.03962
DMKJLJHC_03058 Xylitol-binding protein,21.75992,22.23815,22.68228,22.97472,23.12939,23.32924,23.08602,22.7876,23.14804,23.09934,23.16701,22.95026,21.89604,21.5797,22.12478
DMKJLJHC_03069 Cytochrome bd ubiquinol oxidase subunit 1,20.77579,21.47388,19.98559,21.20042,21.67577,21.15474,19.95577,20.08954,20.13597,21.06815,21.10827,21.28393,21.58842,21.48232,21.39058
DMKJLJHC_03074 hypothetical protein,25.14829,25.35421,25.27959,25.64861,25.70285,25.63934,25.77962,26.00883,25.72653,25.82803,25.82697,25.87987,25.90589,21.18298,25.25595
DMKJLJHC_03076 Sensor protein QseC,18.8822,20.08837,19.86481,19.00484,19.0411,19.55559,20.37838,20.34735,18.96028,19.17886,19.00898,19.03408,21.65766,21.98579,22.06172
DMKJLJHC_03083 hypothetical protein,21.68457,21.92455,21.73938,21.46304,21.40372,20.74492,22.47586,22.34706,22.946,19.93857,22.14796,21.97442,21.89197,21.29582,22.79844
DMKJLJHC_03086 hypothetical protein,22.38258,22.65785,22.70022,22.05239,22.18942,22.0598,21.95205,21.87275,22.10697,21.82166,21.88907,22.12881,21.97841,21.61206,21.17869
DMKJLJHC_03087 Acetolactate synthase isozyme 3 small subunit,25.75705,25.51776,25.60283,24.19895,24.08578,24.03699,25.28989,25.24764,25.20184,24.17005,23.96622,23.99843,20.91903,21.11808,21.39121
DMKJLJHC_03088 Acetolactate synthase isozyme 3 large subunit,27.06661,26.96146,26.9776,25.0984,25.17699,25.27039,26.01752,25.68992,26.12284,25.00462,25.01725,25.33313,24.10781,22.3276,22.77826
DMKJLJHC_03089 hypothetical protein,23.37066,22.98636,23.42726,23.09653,23.8261,23.57219,22.80288,23.03337,23.16867,23.54675,22.99286,22.95024,21.123,23.35411,22.19635
DMKJLJHC_03090 C4-dicarboxylate TRAP transporter large permease protein DctM,21.52315,20.77467,21.27708,21.72492,21.52104,21.33047,21.37968,21.65434,21.08369,21.49458,21.50688,21.41921,21.93716,22.54997,21.52162
DMKJLJHC_03092 Alpha-keto acid-binding periplasmic protein TakP,29.2258,29.21343,29.18011,29.54916,29.57622,29.54058,29.09658,29.17703,29.27609,29.67548,29.7128,29.69435,28.43297,26.72533,27.82505
DMKJLJHC_03094 hypothetical protein,19.53687,19.41645,20.75047,21.70303,22.05547,21.78927,22.95184,23.21291,22.90386,21.50349,21.50669,21.75764,22.39039,21.95965,21.24923
DMKJLJHC_03095 hypothetical protein,27.87859,28.00721,28.08881,29.1281,29.27664,29.10332,28.68796,29.01321,28.91983,29.25138,29.29323,29.31711,27.98615,24.56657,26.92637
DMKJLJHC_03096 Sialic acid TRAP transporter large permease protein SiaM,20.03711,20.50978,20.81151,21.72929,22.07222,21.76879,20.33189,21.19268,20.17572,21.68226,22.29188,21.2214,22.10611,21.44066,21.8016
DMKJLJHC_03099 Peptide chain release factor 3,25.60125,25.61361,25.60065,24.97802,25.12959,24.96265,24.97932,24.90738,24.99404,24.89268,25.07835,25.0625,21.92142,22.3105,22.22868
DMKJLJHC_03100 DNA helicase II,20.91816,20.48552,20.56347,20.61387,20.54934,20.3043,19.99165,20.11655,20.37507,20.51489,20.06487,20.51191,21.37503,22.3897,22.77933
DMKJLJHC_03102 Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,22.87149,22.86805,22.88775,22.92723,22.51386,22.34814,22.53621,22.05672,22.23482,22.94564,22.95363,23.1172,22.45306,21.82639,21.07764
DMKJLJHC_03104 KHG/KDPG aldolase,23.8042,23.94432,24.21126,22.81888,22.55567,22.47442,22.87532,22.84119,22.77203,22.88967,22.86454,22.69698,22.59983,21.75873,21.76529
DMKJLJHC_03105 Phosphogluconate dehydratase,27.82481,27.7748,27.65116,24.76997,24.80607,24.69975,25.10582,25.27938,24.88604,24.4957,24.70361,24.4412,22.37409,22.55781,22.17773
DMKJLJHC_03106 Ribosomal RNA large subunit methyltransferase I,24.64927,24.96173,24.5099,24.03515,24.16883,24.17486,24.11068,23.95615,24.18071,24.04951,23.9208,24.12139,21.30382,20.63731,21.68964
DMKJLJHC_03109 Glucose-6-phosphate 1-dehydrogenase,27.75748,27.86195,27.7057,26.37413,26.40276,26.34203,26.53023,26.61723,26.38681,26.46502,26.46969,26.45468,25.73379,25.73508,24.67525
DMKJLJHC_03110 6-phosphogluconolactonase,22.78307,22.53934,22.56242,20.00611,20.57339,20.36944,21.00488,20.95468,20.16913,20.40945,20.2207,21.16674,21.08328,22.19907,22.40571
DMKJLJHC_03111 Glucose-6-phosphate isomerase,26.60541,26.69843,26.6637,25.39005,25.41229,25.23389,25.34591,25.19644,25.24782,25.31268,25.29393,25.39604,25.02538,21.83493,23.58325
DMKJLJHC_03113 Vitamin B12-dependent ribonucleoside-diphosphate reductase,23.54439,23.3221,23.51316,22.69366,22.19622,22.3548,22.85293,22.17563,22.81562,22.89828,23.0064,23.11991,21.86262,21.73314,21.98014
DMKJLJHC_03115 Protein-L-isoaspartate O-methyltransferase,24.04402,24.04885,24.37478,24.01368,24.04444,24.3536,24.54339,24.52522,24.51773,24.2146,24.24518,24.36045,24.26599,21.05367,22.18739
DMKJLJHC_03116 Outer membrane efflux protein BepC,28.32264,28.3719,28.17222,28.56544,28.4999,28.49888,28.60763,28.70481,28.5963,28.46076,28.41288,28.40515,27.97984,25.52979,27.7939
DMKJLJHC_03117 hypothetical protein,21.35687,21.36341,21.57122,20.01905,20.97173,19.92295,20.807,19.17084,20.05552,20.30618,20.11378,20.41488,22.56786,20.82991,21.72488
DMKJLJHC_03120 Soluble hydrogenase 42 kDa subunit,22.80251,22.6018,22.85514,22.43002,22.59288,22.37143,22.64542,22.72661,22.719,22.69787,22.70197,22.81909,22.58167,21.41058,22.20958
DMKJLJHC_03122 Histidinol-phosphate aminotransferase,23.92262,23.78437,24.17379,24.17432,24.13845,24.20404,24.75908,24.73366,24.57802,24.40763,24.66644,24.52373,22.46502,21.6046,21.87478
DMKJLJHC_03124 Valine--tRNA ligase,28.34007,28.27817,28.35951,27.74657,27.76212,27.63976,27.39207,27.37127,27.64972,27.67822,27.83304,28.05144,26.22902,25.39424,25.74648
"DMKJLJHC_03130 5,10-methylenetetrahydrofolate reductase",22.61838,22.68556,22.7189,22.25779,22.69281,22.35944,22.78303,22.53136,22.63788,22.5029,22.09365,22.24479,21.79252,22.34114,21.8332
DMKJLJHC_03132 Inositol-1-monophosphatase,24.33511,24.445,24.24474,23.67239,23.66774,23.67314,23.50361,23.50264,23.56477,23.77304,23.79471,23.74314,21.90274,21.77111,21.85474
DMKJLJHC_03134 Disulfide-bond oxidoreductase YfcG,23.36866,23.52564,23.74283,24.25681,24.50827,24.40289,24.67498,24.83413,24.71571,24.38067,24.32992,24.37544,24.91178,22.15822,20.96438
DMKJLJHC_03136 Alanine dehydrogenase,27.67707,27.9354,27.89342,31.93048,31.98733,31.83315,32.04918,32.01641,32.23115,31.8838,32.26397,32.28783,31.2198,29.79041,30.607
DMKJLJHC_03139 30S ribosomal protein S21;DMKJLJHC_06867 30S ribosomal protein S21,24.08813,24.12904,24.11656,21.53678,21.72833,22.10645,22.34492,22.45028,22.11429,21.5231,21.36624,21.04807,21.98754,22.25662,21.8241
DMKJLJHC_03140 hypothetical protein,22.99111,22.95266,23.25407,22.20679,21.99286,22.53863,22.19943,21.54302,22.32229,22.51123,22.87858,22.66791,22.42965,21.53026,22.66875
DMKJLJHC_03141 Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC,23.94002,24.04552,23.81078,23.79818,23.91351,23.98007,24.74042,24.42304,24.70893,23.87577,23.94985,23.96842,22.16025,21.7007,21.57793
DMKJLJHC_03143 hypothetical protein,25.24811,25.17005,24.96943,23.57658,23.3098,23.66752,23.9247,23.78766,23.67767,23.51244,23.25595,23.4086,21.6252,22.95197,21.36358
DMKJLJHC_03144 Sulfoquinovose 1-dehydrogenase,22.80071,22.4782,22.7575,22.17316,22.56162,22.48365,22.47694,22.51718,22.73343,22.7503,22.36442,22.44129,22.50603,22.65327,21.76227
DMKJLJHC_03146 Acrylyl-CoA reductase AcuI,22.58733,22.39213,22.67088,23.15091,23.16707,23.20387,23.37822,23.59525,23.34611,23.27071,22.96116,23.36266,21.3544,21.69691,20.65941
DMKJLJHC_03147 Glutarate-semialdehyde dehydrogenase DavD,26.67074,26.67492,26.51718,27.03265,27.18054,27.14005,27.49557,27.13594,27.23854,27.16125,26.98446,27.25944,26.56844,23.83132,24.68565
DMKJLJHC_03149 Glutathione import ATP-binding protein GsiA,20.14905,19.34019,19.1907,18.85811,20.46925,20.01163,20.44218,20.66334,20.07116,19.65118,19.6263,19.65031,22.41759,21.75292,20.63609
"DMKJLJHC_03152 putative L,D-transpeptidase ErfK/SrfK",26.39552,26.42153,26.62003,25.70614,25.64493,25.44206,25.74114,25.68758,25.65933,25.46877,25.57854,25.58955,23.26413,22.493,24.33987
DMKJLJHC_03153 Periplasmic dipeptide transport protein,24.23914,24.42169,23.93436,24.96076,24.88017,24.80553,24.57011,24.72114,24.66411,24.85572,25.12935,24.85291,23.53065,21.67805,23.42008
DMKJLJHC_03154 3-methyl-2-oxobutanoate hydroxymethyltransferase,23.9136,23.87324,24.06743,23.99611,23.85148,24.12849,23.6075,23.89698,23.75918,23.96904,24.46967,24.19144,22.0659,22.15979,21.95953
DMKJLJHC_03155 Pantothenate synthetase,23.4095,23.46812,23.24143,22.43023,22.5372,22.48898,22.48126,22.61014,22.30293,22.40083,22.7039,22.33884,22.54439,22.70167,21.87807
DMKJLJHC_03156 putative acyl-CoA thioester hydrolase,21.41039,22.06579,21.70197,19.0966,21.61207,20.79741,20.48674,21.38932,21.44617,21.3978,20.95617,21.42245,21.78812,22.62517,21.30889
DMKJLJHC_03158 Dihydrolipoyl dehydrogenase 3,28.10315,28.16763,27.91513,27.62805,27.91883,27.94044,27.5288,27.55647,27.48216,27.63582,27.91855,27.67949,27.74246,24.64768,26.50255
DMKJLJHC_03163 Beta-lactamase,22.13408,21.79903,21.89852,22.57909,22.66973,22.59853,22.37512,22.71921,22.52243,23.05378,22.77125,22.95543,23.42598,21.9169,21.32398
DMKJLJHC_03169 Ribose import binding protein RbsB,24.31223,24.32951,24.50142,23.74653,23.64702,23.89245,22.79529,22.83959,22.87252,23.94691,23.71879,23.77364,24.37212,20.83675,22.00997
DMKJLJHC_03201 Acetyl-CoA acetyltransferase,28.45105,28.31536,28.16159,28.1693,28.2779,28.14923,28.12996,28.27533,28.14729,28.32877,28.39995,28.33637,28.51055,26.53528,27.91051
DMKJLJHC_03202 Acetoacetyl-CoA reductase,26.53757,26.49689,26.70319,26.41999,26.74368,26.6971,26.35515,26.39138,26.20713,26.74945,26.68539,26.59548,27.36486,22.48279,26.18684
DMKJLJHC_03204 hypothetical protein,22.85514,22.44529,22.06842,19.56256,21.03636,19.65591,20.59605,19.93225,19.66434,20.15234,21.22529,20.96984,22.51857,21.22474,21.55557
DMKJLJHC_03207 Octaprenyl diphosphate synthase,24.00984,23.90399,24.12408,24.09289,24.02555,24.12147,24.73345,24.6502,24.61448,23.99826,24.06291,24.03381,21.79332,23.21755,22.14555
DMKJLJHC_03209 Beta-barrel assembly-enhancing protease,23.75939,23.59309,23.37531,22.37491,22.19769,20.69929,24.37544,24.40996,24.28821,21.85635,22.42142,22.83823,22.22428,22.08997,20.91358
DMKJLJHC_03211 Electron transfer flavoprotein-ubiquinone oxidoreductase,26.74881,26.94782,26.65976,26.83822,26.85816,26.7415,27.04833,26.61723,27.02337,26.78182,26.90104,26.96576,25.80008,22.08005,25.30501
DMKJLJHC_03212 Transcription elongation factor GreA,22.02995,21.67478,21.55548,21.11687,20.06845,20.77937,21.47303,21.29692,19.93544,20.16753,19.81861,20.41371,22.26145,22.21502,21.01028
DMKJLJHC_03213 hypothetical protein,22.93027,22.75363,22.7781,22.85116,22.69134,22.87166,22.8944,23.17173,22.88426,22.98916,22.93641,22.6235,21.9304,22.72139,22.66601
DMKJLJHC_03218 hypothetical protein,24.16515,24.29656,24.31596,23.74796,23.85119,23.86174,23.66666,23.55555,23.8399,23.83055,23.86901,23.71272,22.36232,22.30892,21.34426
DMKJLJHC_03219 Cytochrome c oxidase subunit 4,21.01679,20.74501,20.62212,21.68436,22.0192,21.96571,21.59941,22.16671,21.62609,21.92691,21.95592,22.1615,21.08137,22.25418,22.0304
DMKJLJHC_03221 hypothetical protein,19.37452,19.73428,19.29713,20.11219,20.77809,20.17325,20.86318,20.80381,20.7978,20.3547,19.12554,19.46828,22.25277,21.96584,20.20998
DMKJLJHC_03222 3-methylmercaptopropionyl-CoA dehydrogenase,26.12163,26.0461,25.95928,26.31268,26.44468,26.39684,27.25961,27.11058,27.2076,26.5248,26.38433,26.50147,26.56401,21.16136,24.36399
DMKJLJHC_03234 Aspartate carbamoyltransferase,22.75505,22.54741,22.60488,22.5285,22.57059,22.73059,22.46548,22.52741,22.27088,22.46536,22.49543,22.29782,21.63899,21.31112,21.81459
DMKJLJHC_03236 Dihydroorotase,24.98046,24.99899,24.87877,24.80769,25.00325,24.93242,24.65573,24.9027,24.85201,24.91091,25.07924,24.79858,21.67857,22.5316,21.458
DMKJLJHC_03248 50S ribosomal protein L30,24.06489,24.71874,23.37438,19.45571,20.25978,18.77172,19.26006,19.90632,19.15931,20.00677,20.02929,19.93556,20.83915,21.13658,20.93859
DMKJLJHC_03249 30S ribosomal protein S5,27.04323,26.85875,27.01446,24.60851,24.56092,24.76147,24.8044,24.50458,25.0336,24.33115,24.21297,24.10869,22.15857,21.65458,21.59399
DMKJLJHC_03250 50S ribosomal protein L18,24.86443,25.06719,24.84981,23.10859,23.2754,23.28362,23.33211,22.8858,22.66692,22.62785,22.50174,22.65639,21.9023,22.7792,22.19712
DMKJLJHC_03251 50S ribosomal protein L6,26.41735,26.50854,26.58706,24.51569,24.17509,24.52791,24.46469,24.41867,24.4943,23.82036,24.27334,23.83422,22.16949,22.38838,21.92465
DMKJLJHC_03252 30S ribosomal protein S8,25.73596,25.75974,25.67826,23.93841,24.02488,24.00864,24.03507,23.90251,23.89624,23.59935,23.58337,23.49424,22.72249,22.3938,20.81756
DMKJLJHC_03253 30S ribosomal protein S14,24.58555,24.81162,24.41313,23.42381,23.453,23.62466,23.79303,23.66655,23.71785,23.18421,23.58635,23.4467,21.38707,21.61776,22.06032
DMKJLJHC_03254 50S ribosomal protein L5,26.90759,26.94905,26.886,25.98611,25.82835,25.83393,26.46896,26.32222,26.15578,25.60431,26.04648,25.83685,24.69402,23.1582,24.44323
DMKJLJHC_03255 50S ribosomal protein L24,25.02128,25.18828,25.09092,19.70884,19.8789,19.82533,20.32334,20.44879,20.13646,20.30675,19.75119,19.65803,21.93799,21.20814,20.91212
DMKJLJHC_03256 50S ribosomal protein L14,25.30737,25.34743,25.17387,24.3579,24.20888,24.1172,24.54451,24.47957,24.55239,23.77475,23.96798,23.90251,23.4188,21.33013,23.61482
DMKJLJHC_03257 30S ribosomal protein S17,24.65862,24.45237,24.27234,21.57187,20.40842,21.12956,21.10169,21.14799,20.45694,20.40997,20.77072,20.59049,21.49986,21.89068,22.37465
DMKJLJHC_03258 50S ribosomal protein L29,25.43825,25.37604,24.42208,19.63286,19.55281,19.55084,20.06645,20.29547,19.69478,19.90688,19.41508,19.24669,21.25246,21.59807,21.46413
DMKJLJHC_03263 50S ribosomal protein L16,25.61969,25.73371,25.35834,23.10037,23.95491,23.78297,23.27185,22.25451,23.43873,23.31645,23.08583,22.95638,22.20414,21.75457,22.31143
DMKJLJHC_03264 30S ribosomal protein S3,28.21373,28.15441,28.25435,27.87144,27.92671,27.80027,28.24436,27.96543,28.14253,27.72767,27.66139,27.66966,24.11307,21.86045,24.61925
DMKJLJHC_03265 50S ribosomal protein L22,24.57542,24.87418,24.80705,23.28235,23.61212,23.41093,23.61515,23.12033,23.45964,23.03093,23.05848,22.99257,21.79244,21.83231,22.10959
DMKJLJHC_03266 30S ribosomal protein S19,25.22986,25.50909,25.20333,22.84481,21.70472,22.24467,22.0692,22.05063,22.43347,22.00313,21.3559,21.41261,22.18703,21.51641,21.82466
DMKJLJHC_03267 50S ribosomal protein L2,27.54422,27.18338,27.5288,26.31273,26.22624,26.00462,25.68958,24.88166,25.92647,25.89812,25.56389,25.63425,23.48284,23.21993,24.26821
DMKJLJHC_03269 50S ribosomal protein L23,24.68646,25.01818,24.70123,21.64148,20.92911,21.97018,22.88789,24.21119,23.11656,20.64994,21.59104,20.47747,21.37906,22.63781,22.93456
DMKJLJHC_03270 50S ribosomal protein L4,27.87912,27.81543,28.13868,26.84026,26.58147,26.50513,26.74008,26.48453,26.66126,26.19129,26.0982,26.16068,24.09772,24.09764,24.79109
DMKJLJHC_03271 50S ribosomal protein L3,27.85192,27.94207,27.9305,25.92475,25.84919,25.98566,26.33538,26.09929,26.55408,25.81294,25.46775,25.30973,24.59041,23.79372,22.8217
DMKJLJHC_03272 30S ribosomal protein S10,26.25629,26.33308,26.18896,22.3541,23.3688,23.71398,23.9027,23.9376,23.8043,23.4443,23.30536,22.96756,21.91722,20.77168,22.44122
DMKJLJHC_03295 Elongation factor Tu;DMKJLJHC_03273 Elongation factor Tu,32.17257,32.23458,32.04244,31.55997,31.71321,31.7257,31.74375,31.77333,31.84547,31.71914,31.7547,31.68102,30.48087,29.17515,30.02261
DMKJLJHC_03274 Elongation factor G,29.9897,30.01025,29.98414,28.72293,28.31652,28.57636,29.09331,28.99213,29.19244,28.48228,28.59406,28.62192,27.4174,24.8412,26.56405
DMKJLJHC_03275 30S ribosomal protein S7,26.68445,26.85305,26.72715,24.27625,24.0164,24.36031,24.65491,24.39885,24.82114,24.04452,23.82736,23.73862,23.09133,21.56038,21.0971
DMKJLJHC_03276 30S ribosomal protein S12;DMKJLJHC_05119 30S ribosomal protein S12,25.49011,25.51189,25.81083,23.89698,24.08813,24.11458,24.39113,23.45073,24.32848,24.30765,24.07006,23.85633,22.12044,22.41327,22.30963
DMKJLJHC_03278 hypothetical protein,21.8365,21.93488,21.97666,20.55715,21.99009,21.41978,20.50688,21.1206,18.95238,21.68102,21.65154,21.86068,21.8205,22.38825,21.35394
DMKJLJHC_03280 Dodecaprenyl-phosphate galacturonate synthase,23.1542,22.9132,23.10175,22.78566,22.64082,22.59519,22.77419,22.80629,22.90228,22.83005,22.56837,22.59003,21.71419,22.48558,22.07044
DMKJLJHC_03281 DNA-directed RNA polymerase subunit beta,27.22995,27.16145,27.165,27.17369,27.23078,26.96135,27.67788,27.54687,27.75583,26.9077,26.88379,27.16959,23.69912,21.17943,23.1218
DMKJLJHC_03282 DNA-directed RNA polymerase subunit beta,27.86667,27.80286,27.80931,28.10739,28.1638,27.88268,28.60908,28.53753,28.749,27.84398,27.82857,28.10435,25.4996,23.93121,26.20592
DMKJLJHC_03283 50S ribosomal protein L7/L12,28.35372,28.13095,28.30873,27.81976,27.65485,27.41078,27.88832,28.39848,27.85311,27.63672,27.52686,27.5687,28.20583,26.78644,27.33943
DMKJLJHC_03284 50S ribosomal protein L10,25.243,25.43978,25.15023,24.76583,24.85951,24.82808,24.81719,25.49902,25.29614,24.32567,25.01699,24.93832,25.04902,21.20425,22.31297
DMKJLJHC_03285 50S ribosomal protein L1,26.64801,26.61456,26.83677,24.80395,24.46108,24.65453,24.93948,24.90274,24.8075,24.11696,24.07896,24.12928,24.4792,21.87181,22.59074
DMKJLJHC_03286 50S ribosomal protein L11,25.76969,25.93281,25.64254,23.71177,23.46201,23.53517,23.89032,24.09644,23.84384,23.06787,23.15362,22.93139,23.22745,21.50254,22.5794
DMKJLJHC_03287 Transcription termination/antitermination protein NusG,24.77911,25.12096,25.1474,24.27512,24.34875,24.18782,25.29719,25.16016,25.37083,23.97797,24.3678,24.34408,21.13816,21.83433,23.08167
DMKJLJHC_03292 Zinc transport protein ZntB,18.54617,21.05587,19.81674,21.39132,20.71065,20.45718,22.14799,21.52807,21.84345,20.28866,19.96131,21.18435,22.08822,21.41659,21.76068
DMKJLJHC_03296 Putative cytochrome P450 132,20.30117,20.22774,20.21264,20.20084,21.12513,21.2967,21.59505,21.34001,21.75593,21.14557,20.73149,20.87098,22.00328,21.87071,21.72886
DMKJLJHC_03297 DNA topoisomerase 4 subunit A,25.74314,25.71547,25.63774,25.4754,24.94592,25.32059,24.88893,24.93157,24.92542,25.40708,25.56034,25.56735,22.45459,21.84857,22.97238
DMKJLJHC_03299 Alcohol dehydrogenase cytochrome c subunit,23.81822,23.88409,23.83229,24.39165,24.36773,24.42483,24.83528,25.03006,24.87404,24.31562,24.43122,24.22347,23.31091,21.5643,21.40009
DMKJLJHC_03300 Isoquinoline 1-oxidoreductase subunit beta,23.83836,22.72636,23.20644,23.94503,23.75695,23.83846,26.17705,26.03244,26.20801,23.97622,23.81049,24.22339,22.53528,20.96572,21.95935
DMKJLJHC_03302 Gluconate 2-dehydrogenase subunit 3,21.26871,21.05827,21.35105,23.07088,22.30755,22.60905,22.90402,23.24876,22.98777,22.5047,22.14433,22.14746,22.06348,21.87136,22.33584
DMKJLJHC_03303 Gluconate 2-dehydrogenase flavoprotein,24.88985,24.8839,24.58434,25.70972,25.51262,25.59352,25.8859,25.96796,25.92239,25.06373,25.19821,25.14094,23.47035,22.44505,22.11193
DMKJLJHC_03304 Alcohol dehydrogenase cytochrome c subunit,25.71054,25.50337,25.37829,25.78736,25.52886,25.62617,26.38563,26.39857,26.32215,25.25821,25.21234,25.07312,25.21264,21.35709,23.3377
DMKJLJHC_03305 hypothetical protein,23.06947,22.90183,22.83932,23.25595,23.02729,23.02533,22.68029,22.20827,22.8091,23.05444,23.29838,23.15176,21.90676,21.89491,22.11354
DMKJLJHC_03308 Sporulation initiation inhibitor protein Soj,23.20207,23.35676,23.06968,23.32072,23.54286,23.53124,23.81137,23.80035,23.68089,23.33211,23.37756,23.46812,23.32594,22.02011,21.75939
DMKJLJHC_03309 Nucleoid occlusion protein,22.25295,21.88424,21.97316,22.23894,22.29527,22.19,22.59844,22.90321,22.70466,22.29726,22.12424,22.16677,22.53012,22.21831,21.91208
DMKJLJHC_03329 Putative aliphatic sulfonates-binding protein,21.22394,21.09578,21.62015,20.73476,19.61103,20.62566,19.35392,19.27134,19.48742,20.23603,19.2665,21.29306,22.18247,22.30176,22.13441
DMKJLJHC_03342 Ribonuclease G,21.66432,22.16374,21.29373,21.35024,21.82022,21.72742,21.34814,21.75148,21.68859,22.41604,21.32036,21.63489,22.37992,22.54072,22.03675
DMKJLJHC_03344 Translation initiation factor IF-1;DMKJLJHC_06433 Translation initiation factor IF-1,23.4924,24.04043,23.34109,20.52884,21.1201,19.9911,20.31422,20.79029,19.90833,20.87414,19.50607,20.29867,21.42455,21.61852,22.20933
DMKJLJHC_03347 hypothetical protein,21.90349,22.07114,19.62947,22.02205,22.06871,22.02867,20.97548,22.02307,21.46578,21.86642,21.92843,22.08858,21.62872,21.19486,21.02901
DMKJLJHC_03350 Histidinol dehydrogenase,25.08541,25.05482,25.05788,25.38591,25.48105,25.44585,25.25346,25.25397,25.16549,25.5792,25.35706,25.19306,22.63546,22.32909,22.1736
DMKJLJHC_03351 hypothetical protein,21.12616,21.08777,20.9333,21.18797,20.52917,19.6497,21.32559,21.58843,21.49624,20.26073,20.61494,21.17749,22.47271,22.1516,22.71009
