Fasta headers,P,P,P,TPA,TPA,TPA,BHET,BHET,BHET,PET,PET,PET,PETB,PETB,PETB,P_relabun,TPA_relabun,BHET_relabun,PET_relabun,PETB_relabun,P,TPA,BHET,PET,PETB,P_sd,TPA_sd,BHET_sd,PET_sd,PETB_sd,P_TPA_fc,P_BHET_fc,P_PET_fc,P_PETB_fc,TPA_BHET_fc,TPA_PET_fc,TPA_PETB_fc,BHET_PET_fc,BHET_PETB_fc,PET_PETB_fc,P_TPA_ttest,P_BHET_ttest,P_PET_ttest,P_PETB_ttest,P_TPA_ttest_sig,P_BHET_ttest_sig,P_PET_ttest_sig,P_PETB_ttest_sig,TPA_BHET_ttest,TPA_PET_ttest,TPA_PETB_ttest,TPA_BHET_ttest_sig,TPA_PET_ttest_sig,TPA_PETB_ttest_sig,BHET_PET_ttest,BHET_PETB_ttest,BHET_PET_ttest_sig,BHET_PETB_ttest_sig,PET_PETB_ttest,PET_PETB_ttest_sig
GFJPDDAG_03897 CdaA regulatory protein CdaR,19.22872,22.07343,21.75442,20.27881,23.18021,22.81863,22.72146,20.92835,22.86429,20.20582,23.32581,23.79867,22.813,20.41425,21.31978,0.003979307327295071,0.01585188007676717,0.009250435981973521,0.018452542954932618,0.058920456339872,21.018856666666665,22.09255,22.171366666666668,22.44343333333333,21.515676666666668,1.272499851744152,1.290974984214127,0.8808775652470423,1.5939644950109642,0.9890338782985251,1.0736933333333347,1.152510000000003,1.4245766666666668,0.49682000000000315,0.07881666666666831,0.3508833333333321,-0.5768733333333316,0.2720666666666638,-0.6556899999999999,-0.9277566666666637,0.44935219370289087,0.35168572328498104,0.37918432457050405,0.6853658893924546,,,,,0.9465667357597024,0.8207379075673418,0.6422686043458026,,,,0.8430033533129832,0.5224238957621619,,,0.5228198437633204,
GFJPDDAG_03898 Cyclic di-AMP synthase CdaA,22.01124,22.12244,18.83301,20.15047,20.30205,21.59283,23.44506,23.58291,23.4496,20.78205,19.51246,20.96522,23.1809,20.09523,21.20888,0.0038975224274584016,0.005962078564389721,0.023113727432643335,0.004538527849423197,0.05808216662252291,20.988896666666665,20.681783333333332,23.492523333333335,20.41991,21.495003333333333,1.5251178860738015,0.6471726434954499,0.06393989382398177,0.6460066764876863,1.2758630434946987,-0.30711333333333357,2.503626666666669,-0.5689866666666639,0.5061066666666676,2.8107400000000027,-0.2618733333333303,0.8132200000000012,-3.072613333333333,-1.9975200000000015,1.0750933333333315,0.8061494954512375,0.08117861820218521,0.6525040724690355,0.7370809693984731,,,,,0.003627003339076783,0.7061969715916481,0.4665138910421059,+,,,0.0025910145034732015,0.09148855621138073,+,,0.3476336170993054,
GFJPDDAG_03902 Arginase,23.70461,23.94458,23.01057,21.67201,20.83317,21.03428,22.63832,23.26299,22.88634,19.6364,22.72642,21.94575,22.86774,20.5139,21.38747,0.023053501566923984,0.008420185711487324,0.01564219818864689,0.009180065263187034,0.0620226544045323,23.553253333333334,21.179819999999996,22.929216666666665,21.43619,21.589703333333336,0.39604317982877557,0.357584074123369,0.256816352845547,1.3119437094885853,0.971532956117405,-2.373433333333338,-0.6240366666666688,-2.117063333333334,-1.963549999999998,1.7493966666666694,0.256370000000004,0.40988333333334026,-1.4930266666666654,-1.3395133333333291,0.15351333333333628,0.003262619837851262,0.13488403932365345,0.09424618269183185,0.057173964301165794,+,,,,0.004929467131611598,0.8029361604198388,0.6054026651550136,+,,,0.18938352351834917,0.13249598745549843,,,0.9006261365565552,
GFJPDDAG_03931 hypothetical protein,24.1997,23.25295,24.07259,20.22164,20.90709,20.59136,20.47532,20.08863,22.93468,21.65274,19.42867,21.00106,22.02919,21.35819,20.418,0.028156718960442487,0.005530444297168448,0.0046087154506935435,0.0054887250707659685,0.04964167988655535,23.841746666666666,20.573363333333337,21.16621,20.694156666666668,21.26846,0.41956356215583085,0.28012299159872994,1.2604223881170422,0.9335466720106834,0.6608186381047882,-3.268383333333329,-2.675536666666666,-3.1475899999999974,-2.5732866666666645,0.592846666666663,0.12079333333333153,0.6950966666666645,-0.47205333333333144,0.1022500000000015,0.5743033333333329,0.0007878025978570936,0.046474094703584115,0.012164925053838697,0.009667565110600917,+,+,+,+,0.5515202095035496,0.8693839740972822,0.24266601439622898,,,,0.6922850959747202,0.9239573247562081,,,0.5168469845248964,
GFJPDDAG_03940 hypothetical protein,26.07431,24.86216,25.01482,27.02675,26.45279,26.52314,27.35607,26.73815,27.49022,26.27767,25.79622,26.37948,22.17892,20.768,20.56599,0.0782900643725696,0.37782963488212606,0.30086407277645777,0.2410916280027673,0.04639797808461352,25.317096666666668,26.667559999999998,27.194813333333332,26.151123333333334,21.17097,0.539045633834053,0.2556043462071797,0.32752109920159644,0.25437321797355555,0.7174837567963945,1.3504633333333302,1.8777166666666645,0.8340266666666665,-4.146126666666667,0.5272533333333342,-0.5164366666666638,-5.496589999999998,-1.043689999999998,-6.023843333333332,-4.980153333333334,0.03285888434128628,0.013585262633786227,0.11895855584566019,0.002834935032848778,+,+,,+,0.14713084990267591,0.11281145603446589,0.000519338784733248,,,+,0.02360287781064483,0.00041670960848162877,+,+,0.0007587897782237137,+
GFJPDDAG_03945 putative FAD-linked oxidoreductase,20.84468,19.4664,19.2475,21.34818,20.56513,21.00306,20.72463,20.24509,21.02462,20.56043,20.57513,19.27777,22.11767,20.07313,20.7845,0.0017734032910358204,0.0072911955054720005,0.0032556253705337762,0.0037323675816624447,0.0409782565209589,19.852860000000003,20.972123333333332,20.66478,20.137776666666667,20.991766666666667,0.7069933930855842,0.32042641758895096,0.3210433741204856,0.6081461570671609,0.8474493323038392,1.119263333333329,0.8119199999999971,0.28491666666666404,1.1389066666666636,-0.30734333333333197,-0.834346666666665,0.019643333333334567,-0.527003333333333,0.32698666666666654,0.8539899999999996,0.11104199449367805,0.21328279110542464,0.6879634425608103,0.21822134613887798,,,,,0.3922028731848804,0.16120167434768434,0.9770080278016728,,,,0.3394228720861793,0.6367231269622609,,,0.31135263321702944,
GFJPDDAG_03954 hypothetical protein,20.45212,20.70498,19.24022,20.14758,20.892,22.09181,20.01563,20.66489,19.64449,20.21102,19.62186,19.49261,22.74186,20.63824,21.01219,0.002152630435035333,0.007662571972318839,0.002213748551265887,0.0029028655303757226,0.056851113410791354,20.13244,21.043796666666665,20.10833666666667,19.775163333333335,21.464096666666666,0.6392844652161243,0.8009532837951416,0.4217028452463753,0.3126815910084186,0.9163219967650863,0.9113566666666664,-0.024103333333329147,-0.3572766666666638,1.3316566666666674,-0.9354599999999955,-1.2686333333333302,0.420300000000001,-0.33317333333333465,1.3557599999999965,1.6889333333333312,0.27692946864148765,0.9666317417629735,0.516911996484614,0.16716238051618523,,,,,0.2176795680272696,0.10523283117759034,0.6508347762102589,,,,0.42018079389873475,0.1301196494890073,,,0.0691724843049362,
GFJPDDAG_03960 Bacterial non-heme ferritin,28.22881,27.4283,29.24946,28.34579,28.80637,28.21854,28.55783,29.43817,28.7934,28.05424,29.45057,28.84595,22.3136,19.41411,20.35361,0.619882367909534,1.3059935469131168,1.0015055468195115,1.4949702677618413,0.0333310154515102,28.30219,28.4569,28.9298,28.783586666666665,20.693773333333336,0.7452938591365597,0.25251415973498736,0.3721140944208736,0.5717524267450803,1.2079028341256963,0.15471000000000146,0.6276100000000007,0.48139666666666514,-7.608416666666663,0.4728999999999992,0.3266866666666637,-7.763126666666665,-0.14621333333333553,-8.236026666666664,-8.089813333333328,0.7947610644083087,0.346699462689956,0.5087241310054309,0.0016235838889930487,,,,+,0.21117881601775265,0.5008308500448283,0.0008820734781202247,,,+,0.7769150893190597,0.0007704675610178773,,+,0.0010222543963461599,+
GFJPDDAG_03963 FMN-dependent NADH-azoreductase 2,18.63478,21.61311,19.32842,20.07118,20.79296,20.4923,20.26002,21.478,19.02236,20.02327,20.91724,19.84889,20.73826,19.58463,22.06167,0.001780682937684163,0.005084756613001353,0.0024480188995453836,0.004071182072336138,0.03575005027592159,19.85877,20.452146666666668,20.25346,20.263133333333332,20.794853333333332,1.2724165300980124,0.2960301896015948,1.0025215633923634,0.4679699026172037,1.012038831413542,0.5933766666666678,0.39469000000000065,0.4043633333333325,0.9360833333333325,-0.19868666666666712,-0.18901333333333525,0.3427066666666647,0.009673333333331868,0.5413933333333318,0.53172,0.5556131062410483,0.7477694254094223,0.6948512169200294,0.4611967420191444,,,,,0.8013749434367752,0.6545199047465411,0.6696499036202351,,,,0.9907265820527025,0.6194468386933321,,,0.5370197918943712,
GFJPDDAG_03964 hypothetical protein,21.40702,21.1937,22.48949,21.1495,22.93431,20.36923,22.35612,21.86567,21.56435,21.9968,19.69164,22.2401,22.54732,21.2713,20.44776,0.00636604486568844,0.010399041978085239,0.007818370913291588,0.008408379259543906,0.05522106086352957,21.696736666666666,21.484346666666667,21.928713333333334,21.30951333333333,21.422126666666667,0.5672857840826107,1.0736233260112946,0.3262982067918171,1.1483130567730897,0.8637513380340175,-0.2123899999999992,0.23197666666666805,-0.3872233333333348,-0.27460999999999913,0.44436666666666724,-0.17483333333333562,-0.06221999999999994,-0.6192000000000029,-0.5065866666666672,0.11261333333333567,0.8168074571244028,0.6424955000175835,0.6909841297106104,0.7261383815042572,,,,,0.6053306907880077,0.882642950904339,0.9521473980285852,,,,0.5039035413463611,0.48112250248524946,,,0.9170857049303771,
GFJPDDAG_03972 Catalase HPII,25.96371,25.87734,25.41828,20.50111,19.39354,20.81577,20.75905,21.06039,19.40988,21.00006,20.37857,20.47422,22.5309,19.38694,20.62459,0.10591555395828725,0.00437972024251557,0.00272815956900266,0.005205118746862238,0.03707813306501539,25.753109999999996,20.236806666666666,20.409773333333334,20.617616666666667,20.847476666666665,0.2393718041039922,0.6099599616550431,0.7176542609703426,0.2732329995118135,1.293156337553799,-5.51630333333333,-5.343336666666662,-5.135493333333329,-4.905633333333331,0.17296666666666738,0.3808100000000003,0.6106699999999989,0.20784333333333294,0.43770333333333156,0.22985999999999862,0.0002850802318064975,0.0005644859297142523,3.693231665523284e-05,0.006190039071881404,+,+,+,+,0.8079036822256215,0.4655479145084114,0.5784159975149425,,,,0.7213586803884955,0.6970441371790752,,,0.8178273302934715,
GFJPDDAG_03973 hypothetical protein,27.55684,24.8833,28.24086,21.69159,20.9426,21.20821,23.08472,23.33374,19.007,25.76893,21.06317,24.44651,21.69541,19.22939,19.23298,0.23350786359475206,0.009030663899811029,0.007193238119812908,0.04594548134059345,0.021371457053813474,26.893666666666665,21.280800000000003,21.808486666666667,23.759536666666666,20.052593333333334,1.4487124032356777,0.31005213120807174,1.9835571410529667,1.9815807772135419,1.1616477298026087,-5.612866666666662,-5.085179999999998,-3.134129999999999,-6.8410733333333305,0.5276866666666642,2.478736666666663,-1.2282066666666687,1.9510499999999986,-1.7558933333333329,-3.7069433333333315,0.0058546594949423275,0.04290685000333198,0.14527723203350773,0.006471317467198791,+,+,,+,0.7289614087611025,0.15542259131607788,0.22205772925290934,,,,0.38078081466050806,0.34080371189365066,,,0.08457068209409645,
GFJPDDAG_03976 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YcsE,20.27469,19.66627,20.1112,20.38598,20.3698,20.73471,19.4653,21.43207,19.99711,20.80125,20.72239,20.93869,21.96144,19.86009,21.63139,0.001987627385580855,0.005244706546831195,0.002525054796292508,0.005992222012463576,0.04575930913574343,20.017386666666667,20.49683,20.29816,20.820776666666667,21.15097333333333,0.25709198124838895,0.16833620901834076,0.8306701652280527,0.08937706839875428,0.9226837977094622,0.47944333333333233,0.28077333333333243,0.8033900000000003,1.1335866666666625,-0.1986699999999999,0.32394666666666794,0.6541433333333302,0.5226166666666678,0.8528133333333301,0.33019666666666225,0.0919914472298416,0.6716234033838631,0.01398317249772459,0.16950119519087922,,,+,,0.7569098688190123,0.0740570974658063,0.3798073509168848,,,,0.42631931961141445,0.3863370522706537,,,0.6409218497025111,
GFJPDDAG_03978 putative protein kinase UbiB,19.02034,19.86647,19.16562,20.57062,21.05386,20.77393,19.56641,20.61372,19.24638,21.2287,19.85748,19.8977,21.75952,20.30449,20.30623,0.0012522049053908515,0.006468817685573205,0.0017987458554908676,0.004258290607786531,0.03563196231567476,19.35081,20.799470000000003,19.808836666666668,20.32796,20.79008,0.36941890973076386,0.19810677777400698,0.5839421691876314,0.6371309770107454,0.685497966007193,1.4486600000000038,0.4580266666666688,0.9771500000000017,1.4392700000000005,-0.990633333333335,-0.4715100000000021,-0.00939000000000334,0.5191233333333329,0.9812433333333317,0.46211999999999875,0.008117410224997826,0.40161178843875084,0.13384465276090096,0.05917830694817927,+,,,,0.08554160410625355,0.37416093599176753,0.9860431939921429,,,,0.44347283648161473,0.19816287835466842,,,0.5234427690397465,
GFJPDDAG_03982 Epimerase family protein,20.56542,20.718,20.55777,19.44974,20.53894,20.84282,21.40567,20.03504,22.29401,21.07396,20.26786,20.40688,21.47801,20.14063,21.41451,0.003005053462505764,0.004503974688251879,0.004867096444683112,0.005081359054311322,0.04152965645538969,20.61373,20.27716666666667,21.244906666666665,20.5829,21.01105,0.07379613946542161,0.5980869112614178,0.9292003738818788,0.3518395304680814,0.6160255918926307,-0.33656333333333066,0.6311766666666649,-0.03083000000000169,0.39732000000000056,0.9677399999999956,0.30573333333332897,0.7338833333333312,-0.6620066666666666,-0.23385666666666438,0.42815000000000225,0.4738105325002492,0.3924853409409013,0.9093164100124289,0.41633801379830615,,,,,0.283247895464856,0.5669836201554765,0.29330999100821226,,,,0.3994079998798316,0.7814983924877866,,,0.4414759653374817,
GFJPDDAG_03988 hypothetical protein,22.66512,21.73975,24.06743,19.54879,24.13641,21.50483,23.90967,24.85515,24.25299,20.44979,24.45444,24.31907,22.97017,20.35445,20.58291,0.01390720557493255,0.012329497120147156,0.0415686703450332,0.028576310244566437,0.050827241591345995,22.8241,21.730010000000004,24.33927,23.07443333333333,21.302509999999998,0.9568976001990325,1.8796442642869071,0.3907823660299935,1.8567257434586897,1.1828964168796299,-1.0940899999999978,1.5151699999999977,0.2503333333333302,-1.5215900000000033,2.6092599999999955,1.344423333333328,-0.42750000000000554,-1.2648366666666675,-3.036760000000001,-1.7719233333333335,0.5038791065191476,0.10685632039549031,0.8736396341846675,0.2301714461251273,,,,,0.12696934792771256,0.5115574046238692,0.7989241157776245,,,,0.399195206316471,0.026117515637746024,,+,0.3185636492312735,
"GFJPDDAG_03989 Small, acid-soluble spore protein K",21.35982,19.75014,21.75805,19.94813,22.26368,22.46021,20.00446,20.18397,19.26025,20.68616,22.25465,20.59031,22.49456,20.9582,21.29674,0.003809664604668737,0.010938720211026336,0.0018079833136942323,0.007670679643234311,0.06174227335695315,20.95600333333333,21.55734,19.816226666666665,21.17704,21.583166666666667,0.8680347793467479,1.1407084431176975,0.39990707290013733,0.7629894231245944,0.6591058028032284,0.6013366666666684,-1.1397766666666662,0.2210366666666701,0.6271633333333355,-1.7411133333333346,-0.3802999999999983,0.02582666666666711,1.3608133333333363,1.7669400000000017,0.4061266666666654,0.5849147361218943,0.1669650414526317,0.8001737069300822,0.46144034074515844,,,,,0.1113197792173658,0.7151165272989026,0.9792104191604558,,,,0.0892110725309098,0.03163548354343186,,+,0.5993828656098974,
GFJPDDAG_03995 Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL,22.69979,23.61122,22.07294,20.52162,20.3771,20.11899,19.33665,21.54544,20.53088,21.48071,22.50807,21.64955,21.8398,20.35998,20.23455,0.01362619315928712,0.004701981033879747,0.002846412391204799,0.012481831564643622,0.03616352402373478,22.79465,20.339236666666665,20.47099,21.87944333333333,20.811443333333333,0.6315721939731039,0.16653919104990073,0.9027286137409554,0.4498187419641632,0.7289587307172399,-2.455413333333336,-2.3236600000000003,-0.9152066666666698,-1.9832066666666677,0.13175333333333583,1.5402066666666663,0.47220666666666844,1.4084533333333304,0.3404533333333326,-1.0679999999999978,0.00602005586271183,0.04062910732003035,0.1703942496069306,0.04376998975201474,+,+,,+,0.8490581938046076,0.010488256308153008,0.42228356843438086,,+,,0.11949880929104362,0.6994650222563976,,,0.15263112031139806,
"GFJPDDAG_03996 Small, acid-soluble spore protein gamma-type",26.1036,25.84969,26.99421,27.11446,27.53282,27.00817,26.95881,27.69975,27.11247,27.0747,28.02649,28.37691,21.92667,20.90614,20.4263,0.15644307530996637,0.5535291124906085,0.31411841147616193,0.7698042060115347,0.043755426134512096,26.31583333333333,27.218483333333335,27.257009999999998,27.82603333333333,21.086370000000002,0.49075706714784595,0.2264656648491239,0.3192876233116478,0.5501968601832938,0.6256408308819581,0.9026500000000048,0.9411766666666672,1.510200000000001,-5.229463333333328,0.03852666666666238,0.6075499999999963,-6.132113333333333,0.5690233333333339,-6.170639999999995,-6.739663333333329,0.07750885474008702,0.08540732042046167,0.04425752894410642,0.0007435612574557011,,,+,+,0.8960279831303949,0.22221088232443872,0.00020000508946385514,,,+,0.2745395982207215,0.00024131771626575017,,+,0.00033314359414343946,+
GFJPDDAG_03998 hypothetical protein,20.92991,20.99466,19.85143,20.61737,20.00313,21.32012,20.14684,20.46913,21.07549,20.63469,21.25638,19.53339,21.96233,19.64899,20.22067,0.0029601302500959054,0.005819541069627465,0.0030355852635145205,0.0047145968509129076,0.03146515982033753,20.592000000000002,20.646873333333332,20.563820000000003,20.474819999999998,20.610663333333335,0.5243288308558535,0.5380635030882096,0.38498688523117147,0.7124335981689799,0.9838552023996671,0.054873333333329555,-0.028179999999998984,-0.11718000000000472,0.018663333333332588,-0.08305333333332854,-0.17205333333333428,-0.03620999999999697,-0.08900000000000574,0.04684333333333157,0.1358433333333373,0.9227021055009649,0.954086748476544,0.8605127360210324,0.982245922661942,,,,,0.8677200196092665,0.7986982766835431,0.9657654173034056,,,,0.8840125713388896,0.9530105613727946,,,0.8819989129744629,
GFJPDDAG_04000 Oligopeptide transport ATP-binding protein OppD,19.77757,21.81339,19.61852,20.19165,20.67853,21.03811,20.59055,20.85818,19.75034,21.36819,20.97397,21.19538,23.02493,20.95725,20.39138,0.002596954356882327,0.005776232124267542,0.002709158302691733,0.007682066273570792,0.05660561901526898,20.40316,20.636096666666663,20.39969,21.17918,21.457853333333333,0.9992949899137215,0.34686603920758174,0.47198024047622983,0.1613467944108785,1.1319155367880693,0.23293666666666368,-0.003470000000000084,0.776019999999999,1.0546933333333328,-0.23640666666666377,0.5430833333333354,0.8217566666666691,0.7794899999999991,1.058163333333333,0.2786733333333338,0.771032220307197,0.9966697039048037,0.3392586982947185,0.37914939634813116,,,,,0.5986790216842965,0.11510781054881146,0.38185406005094247,,,,0.09162107483418143,0.28939311316206595,,,0.7476881004564263,
GFJPDDAG_04001 Oligopeptide transport ATP-binding protein OppF,19.91693,20.97526,19.89463,20.18011,19.59961,20.79896,20.89949,20.31256,19.47649,21.17253,20.30188,20.83855,22.09167,20.20229,20.80847,0.0023553378111898057,0.004248417019644732,0.0024077206715688738,0.005788947515952964,0.04219977394587093,20.262273333333333,20.192893333333334,20.229513333333333,20.77098666666667,21.034143333333333,0.5042398983508626,0.48971601691411243,0.5838977145775532,0.3586376617454191,0.7876697853514221,-0.06937999999999889,-0.03275999999999968,0.5087133333333362,0.7718699999999998,0.03661999999999921,0.5780933333333351,0.8412499999999987,0.5414733333333359,0.8046299999999995,0.2631566666666636,0.8957311647437515,0.9549945998220902,0.30959992413451876,0.30797483674034853,,,,,0.9490810613334583,0.2492688689741431,0.2688776482613444,,,,0.32636708343432597,0.31036547246712304,,,0.6893437763627926,
GFJPDDAG_04002 Periplasmic dipeptide transport protein,29.26589,30.60779,29.93227,28.1683,28.86006,27.59875,30.39734,30.02749,30.58414,27.85757,28.54112,28.93815,21.3959,24.02039,21.59001,1.922779117231669,1.09983296587549,2.6549666608911613,1.1827486046238298,0.10400098381804852,29.935316666666665,28.209036666666666,30.336323333333336,28.44561333333333,22.335433333333338,0.5478326168538069,0.5157327059846243,0.23131087427000863,0.44628423426730635,1.1940767422108545,-1.7262799999999991,0.40100666666667095,-1.4897033333333347,-7.599883333333327,2.12728666666667,0.23657666666666444,-5.873603333333328,-1.8907100000000057,-8.000889999999998,-6.110179999999993,0.03153230938382282,0.3942582168683627,0.040677511896876996,0.0012157616938553819,+,,+,+,0.0059954502896075925,0.6494323165271351,0.0030854346563210064,+,,+,0.006008156789322145,0.0007428989755116283,+,+,0.0024720328791388896,+
GFJPDDAG_04003 Dipeptide transport system permease protein DppB,22.69814,22.94444,22.79832,24.06209,20.19139,20.96445,22.67891,22.81872,22.86974,24.07806,23.69678,24.5932,22.59681,19.86886,21.51586,0.01380667473966572,0.012409233096147656,0.014194676151115847,0.059096238911594066,0.051703738644395945,22.813633333333332,21.73931,22.789123333333333,24.12268,21.32717666666667,0.10113290309730559,1.6725002515595238,0.08066802023657826,0.36731949072526277,1.1216442843234906,-1.0743233333333322,-0.024509999999999366,1.3090466666666671,-1.4864566666666619,1.0498133333333328,2.3833699999999993,-0.4121333333333297,1.3335566666666665,-1.4619466666666625,-2.795503333333329,0.41581928450102656,0.8019926535367484,0.008284443253870215,0.13536071700790686,,,+,,0.4253553395994316,0.12039138441845057,0.7866365625125437,,,,0.007412463530745658,0.13983638804138154,+,,0.028578439653621886,+
GFJPDDAG_04004 Glutathione transport system permease protein GsiD,19.36259,20.5417,20.28008,21.25671,20.73445,21.36346,19.49525,20.79231,20.74403,20.70095,20.94682,21.00311,21.84236,20.77563,21.30794,0.0020492802933906166,0.00806815454910519,0.0026063268700562696,0.006259038614164576,0.051043783547696904,20.06145666666667,21.118206666666666,20.34386333333333,20.883626666666665,21.308643333333332,0.5055836359649657,0.27483422280025943,0.6003838670569211,0.13120013829599778,0.43549098286365867,1.0567499999999974,0.28240666666666314,0.8221699999999963,1.2471866666666642,-0.7743433333333343,-0.23458000000000112,0.1904366666666668,0.5397633333333332,0.9647800000000011,0.42501666666666793,0.0602366181095156,0.637653477528403,0.09000648892738135,0.05738582596986275,,,,,0.17256162241163092,0.33724423684030186,0.6286159776925839,,,,0.2820463819968304,0.1396674255599425,,,0.2568430915105619,
GFJPDDAG_04011 Putative peroxiredoxin bcp,23.11677,22.92118,22.41493,21.06197,21.3079,20.03737,20.43453,21.5367,19.8321,21.46032,18.55676,20.23636,21.41598,19.54575,20.50229,0.013844944109713117,0.0064820286010016555,0.0031150702443692464,0.0035970006249377647,0.028900583163837458,22.817626666666666,20.802413333333334,20.601110000000002,20.08448,20.488006666666667,0.2957333438908929,0.5502053359933505,0.7057983481136803,1.1902284988466145,0.763584997859148,-2.0152133333333317,-2.2165166666666636,-2.7331466666666664,-2.3296199999999985,-0.20130333333333184,-0.7179333333333346,-0.3144066666666667,-0.5166300000000028,-0.11310333333333489,0.4035266666666679,0.010319395290129384,0.014899201404533791,0.03445900766978423,0.015819674675932018,+,+,+,+,0.7663143044754963,0.4819694084799592,0.6612388510376259,,,,0.6254338702430761,0.8851944269279157,,,0.7071811970024335,
"GFJPDDAG_04013 Cob(I)yrinic acid a,c-diamide adenosyltransferase",22.00003,22.38569,21.69736,21.06684,20.28504,20.89457,21.53103,20.13688,21.79662,21.37819,20.55041,22.0737,21.26418,20.27668,20.73226,0.008007511646325922,0.006245636991994198,0.004572547096277617,0.008552904374785088,0.03484130360504004,22.027693333333332,20.748816666666666,21.154843333333336,21.334100000000003,20.757706666666664,0.28168953623133103,0.3353961196688019,0.7279292653517615,0.6226615196610968,0.40354653769904797,-1.2788766666666653,-0.8728499999999961,-0.6935933333333288,-1.269986666666668,0.4060266666666692,0.5852833333333365,0.0088899999999974,0.17925666666666729,-0.3971366666666718,-0.5763933333333391,0.014502370054698814,0.18892744365787786,0.22453798892634577,0.02178192071161803,+,,,+,0.5133263053282079,0.30683603501656603,0.9820323555799599,,,,0.8043589031309395,0.5367986968940925,,,0.3336330906667548,
GFJPDDAG_04016 hypothetical protein,23.01103,25.02863,22.74158,20.82817,21.04667,20.70689,18.95248,19.9767,20.18337,21.75746,21.38527,19.90363,22.24411,20.08599,21.47869,0.023709729931752268,0.006748695774309957,0.0016728847178277498,0.006857904164151057,0.0496808068506347,23.593746666666664,20.860576666666667,19.704183333333333,21.015453333333333,21.26959666666667,1.0205614339938363,0.1405945853232689,0.5381892778774228,0.8007266251904502,0.8933683451347989,-2.7331699999999977,-3.8895633333333315,-2.578293333333331,-2.324149999999996,-1.1563933333333338,0.15487666666666655,0.4090200000000017,1.3112700000000004,1.5654133333333355,0.25414333333333516,0.019912918615644763,0.008855975631041672,0.04827351639639695,0.07250212977791598,+,+,+,,0.0423883064391498,0.800936497585266,0.5572197298525772,+,,,0.12696393281959178,0.10104005134942194,,,0.779414636555239,
GFJPDDAG_04025 hypothetical protein,19.91163,19.43769,19.89842,21.07322,21.06641,20.92723,19.72002,21.14885,19.58291,20.7669,20.95296,21.27912,21.01647,19.12117,21.21125,0.0016505047890317589,0.0075491735837426716,0.002279548381482728,0.006783239397952555,0.0281419429542242,19.749246666666668,21.022286666666666,20.150593333333333,20.99966,20.449630000000003,0.2203698307139363,0.06727268605376775,0.7080899507046323,0.21170419551818007,0.942722755568501,1.2730399999999982,0.4013466666666652,1.2504133333333307,0.7003833333333347,-0.871693333333333,-0.02262666666666746,-0.5726566666666635,0.8490666666666655,0.2990366666666695,-0.550029999999996,0.0014478698461264457,0.4867157578238888,0.004431306877208699,0.36410175142108403,+,,+,,0.1580969058989855,0.8924260578049648,0.4398108102345168,,,,0.1795481068643812,0.7379609957202149,,,0.46590897911480184,
GFJPDDAG_04032 hypothetical protein,19.00016,19.89462,19.9992,20.0454,20.23974,20.65791,19.81778,21.25224,20.07605,21.45279,20.69643,19.93344,21.87449,19.32534,21.15258,0.0015209653901335992,0.004621566854756949,0.0026761853322093366,0.005488966027360998,0.035485474657509765,19.631326666666666,20.31435,20.382023333333333,20.69422,20.78413666666667,0.44833972605107686,0.2555609700247674,0.6243042172068223,0.6202740086445665,1.0728014100268308,0.6830233333333346,0.7506966666666663,1.062893333333335,1.1528100000000023,0.0676733333333317,0.3798700000000004,0.4697866666666677,0.3121966666666687,0.402113333333336,0.08991666666666731,0.13455789714718586,0.2393471774234687,0.12099370920885746,0.2335026599880949,,,,,0.8940402888535017,0.4681180963494409,0.5793697305942759,,,,0.6422424965525728,0.670627855322416,,,0.9232072468451561,
GFJPDDAG_04044 hypothetical protein,19.49377,19.53787,21.08264,20.35809,20.54563,20.67737,21.14904,20.5361,19.67941,19.87587,20.21608,21.66119,22.01407,19.58213,20.03637,0.0020163610500995004,0.005355651379560915,0.002814745913027261,0.005086574480955886,0.030048270122605084,20.038093333333336,20.52703,20.454850000000004,20.58438,20.54419,0.7388254221548025,0.13100737790928632,0.6027184285109143,0.7739834378503636,1.055775830120517,0.4889366666666639,0.416756666666668,0.5462866666666635,0.5060966666666644,-0.07217999999999591,0.05734999999999957,0.017160000000000508,0.12952999999999548,0.08933999999999642,-0.04018999999999906,0.40893050236614736,0.5699442236045231,0.5102353116670097,0.6082014092513297,,,,,0.8765796138365971,0.9226821209084058,0.9828936747449617,,,,0.8609569641303567,0.9222286971692313,,,0.9674497206951781,
